Year, Month, Day, Hour, Minute, weekday, User, a0, b00, b01, b10, b11, hum, lum, temp_e presence, temp_i, lum_i
2016,10,19,19,55,2,False,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,55,2,False,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,56,2,False,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,56,2,False,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,56,2,False,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,56,2,False,0,0,0,0,0,0,0,0,False,25.87890625,24.609375
2016,10,19,19,56,2,False,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,56,2,False,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,57,2,False,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,57,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,57,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,57,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,57,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,57,2,True,0,0,0,0,0,0,0,0,False,26.85546875,24.609375
2016,10,19,19,58,2,True,0,0,0,0,0,0,0,0,False,25.87890625,24.609375
2016,10,19,19,58,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.70703125
2016,10,19,19,58,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.70703125
2016,10,19,19,58,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,58,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,58,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,59,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,59,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,59,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.70703125
2016,10,19,19,59,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,59,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,19,59,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,20,0,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,20,0,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,20,0,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,20,0,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,20,0,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,20,0,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,20,1,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
2016,10,19,20,1,2,True,0,0,0,0,0,0,0,0,False,26.3671875,24.609375
